article_id,review_id,eppi_id,citation,authors,title,year,type,journal,country,region,location,mine,latitude,longitude,unique_mine,metals,multiple_metals,metals_all,mine_type,stage_prospecting,stage_exploration,stage_construction,stage_operation,stage_decommissioning_closure,stage_postclosure,stage_remediation,stage_abandonment,stage_expansion,comment,study_design,study_design_comments,comparator,setting,context,population_description,population_system,affected_system,affected_component,affected_factor,impact_pathway,mitigation,mitigation_description,mitigation_focal_impact,outcome_measured,outcome_category,data_type,data_source,notes,link
121,AS,,"Brotheridge RM, Newton KE and Evans SW. 1998. Presence of a parasitic nematode (Eustrongylidies sp.) in brown trout (Salmo trutta) from a heavy metal contaminated aquatic ecosystem. Chemosphere. 37(14-15):2921-2934","Brotheridge RM, Newton KE and Evans SW",Presence of a parasitic nematode (Eustrongylidies sp.) in brown trout (Salmo trutta) from a heavy metal contaminated aquatic ecosystem,1998,Article,Chemosphere,Norway,Evje,River Otra,Flat Nickel,58.6005788,7.8613803,Flat Nickel,Nickel,N/A,Nickel,Unclear,N,N,N,N,N,N,N,Y,N,,CI,"Brown trout were sampled from an uncontaminated lake upstream from the smelter, from the base of the Oddebekken (a tributary draining the mine water into the Otra), from sites immediately upstream and downstream of the smelter and from a site downstream from the smelter",Reference site/population,Field + Lab analysis,in situ,Brown Trout,Environmental,4-Biodiversity,4B-Fauna,4B-Individual species,Heavy metal pollution in the land surrounding the smelter and in water draining from the mine,no,N/A,N/A,Population data; parasitic infection rate; metals in tissue,Growth/condition/survival,Quantitative,"Figure 1, 3 + 4; Table 1",,http://scholar.google.co.uk/scholar?q=Presence+of+a+parasitic+nematode+(Eustrongylidies+sp.)+in+brown+trout+(Salmo+trutta)+from+a+heavy+me&btnG=&hl=en&as_sdt=0%2C5
516,AS,,"Brotheridge RM, Newton KE and Evans SW. 1998. Nickel, cobalt, zinc and copper levels in brown trout (Salmo trutta) from the river Otra, southern Norway. Chemosphere. 37 (14-15): 2921-2934.","Brotheridge RM, Newton KE and Evans SW","Nickel, cobalt, zinc and copper levels in brown trout (Salmo trutta) from the river Otra, southern Norway",1998,Article,Chemosphere,Norway,Evje,River Otra,Flat Nickel,58.6005788,7.8613803,Flat Nickel,Nickel,N/A,Nickel,Unclear,N,N,N,N,N,N,N,Y,N,,CI,"Brown trout were sampled from an uncontaminated lake nine kilometres upstream from the smelter, from the base of the Oddebekken, from sites immediately upstream and downstream of the smelter and from a site four kilometres downstream from the smelter",Reference site/population,Field + Lab analysis,in situ,Brown trout,Environmental,4-Biodiversity,4B-Fauna,4B-Individual species,Ore extracted was smelted at a site adjacent to the river Otra,no,N/A,N/A,Population data; parasitic infection rate; metals in tissue,Growth/condition/survival,Quantitative,Figure 1-4,,"http://scholar.google.co.uk/scholar?q=Nickel,+cobalt,+zinc+and+copper+levels+in+brown+trout+(Salmo+trutta)+from+the+river+Otra,+southern+N&btnG=&hl=en&as_sdt=0%2C5"
225,AS,,Shadrina EG and Vol'pert YL. 2018. Experience of applying plant and animal fluctuating asymmetry in assessment of environmental quality in terrestrial ecosystems: Results of 20-year studies of wildlife and anthropogenically transformed territories. Russian Journal of Developmental Biology. 49(1): 23-35.,Shadrina EG and Vol'pert YL,Experience of applying plant and animal fluctuating asymmetry in assessment of environmental quality in terrestrial ecosystems: Results of 20-year studies of wildlife and anthropogenically transformed territories,2018,Article,Russian Journal of Developmental Biology,Russia,Yakutia,Aldan raion,NS,58.6056109,125.3123496,NS,Gold,N/A,Gold,Unclear,NS,NS,NS,NS,NS,NS,NS,NS,NS,"Plots in the areas affected by coal-, gold-, and diamond-mining facilitie",CI,"Compare the effects of anthropogenic impacts differing in their genesis on the fluctuating asymmetry (FA) of plants and animals Yakutia in wildlife biotopes, territories of three cities, and plots in the areas affected by coal-, gold-, and diamond-mining facilities with chronically increased radiation background and polluted with oil and oil products were sampled",Reference site/population,Field + Lab analysis,in situ,Voles and Shrews,Environmental,4-Biodiversity,4B-Fauna,4B-Species groups,"The urban territories with recreation zones, sites with increased radiation back- ground, and the areas affected by mining facilities have been analyzed",no,N/A,N/A,Plant and animal developmental instability,Growth/condition/survival,Quantitative,Figure 3,Landscape based study with some areas affected by mining,http://scholar.google.co.uk/scholar?q=Experience+of+applying+plant+and+animal+fluctuating+asymmetry+in+assessment+of+environmental+quality&btnG=&hl=en&as_sdt=0%2C5
225,AS,,Shadrina EG and Vol'pert YL. 2018. Experience of applying plant and animal fluctuating asymmetry in assessment of environmental quality in terrestrial ecosystems: Results of 20-year studies of wildlife and anthropogenically transformed territories. Russian Journal of Developmental Biology. 49(1): 23-35.,Shadrina EG and Vol'pert YL,Experience of applying plant and animal fluctuating asymmetry in assessment of environmental quality in terrestrial ecosystems: Results of 20-year studies of wildlife and anthropogenically transformed territories,2018,Article,Russian Journal of Developmental Biology,Russia,Yakutia,Aldan raion,NS,58.6056109,125.3123496,NS,Gold,N/A,Gold,Unclear,NS,NS,NS,NS,NS,NS,NS,NS,NS,"Plots in the areas affected by coal-, gold-, and diamond-mining facilitie",CI,"Compare the effects of anthropogenic impacts differing in their genesis on the fluctuating asymmetry (FA) of plants and animals Yakutia in wildlife biotopes, territories of three cities, and plots in the areas affected by coal-, gold-, and diamond-mining facilities with chronically increased radiation background and polluted with oil and oil products were sampled",Reference site/population,Field + Lab analysis,in situ,"Siberian silver birch, spreading birch, dwarf birch, shrub alder and willow",Environmental,4-Biodiversity,4A-Flora,4A-Species groups,"The urban territories with recreation zones, sites with increased radiation back- ground, and the areas affected by mining facilities have been analyzed",no,N/A,N/A,Plant and animal developmental instability,Growth/condition/survival,Quantitative,Figure 3,Landscape based study with some areas affected by mining,http://scholar.google.co.uk/scholar?q=Experience+of+applying+plant+and+animal+fluctuating+asymmetry+in+assessment+of+environmental+quality&btnG=&hl=en&as_sdt=0%2C5
162,AS,,"Langedal M. 1997. Dispersion of tailings in the Knabeana-Kvina drainage basin, Norway .1. Evaluation of overbank sediments as sampling medium for regional geochemical mapping. J. Geochem. Explor. 58: 157-172.",Langedal M,"Dispersion of tailings in the Knabeana-Kvina drainage basin, Norway .1. Evaluation of overbank sediments as sampling medium for regional geochemical mapping",1997,Article,Journal of Geochemical Exploration,Norway,Agder,Knabeana-Kvina,Knaben,58.6624273,7.0612238,Knaben,Molybdenum,N/A,Molybdenum,Surface mine,N,N,N,N,N,N,N,Y,N,,Correlative,The study has been conducted along 55km reach of the Knabeana-Kvina rivers downstream of the Knaben Molybdenum Mines,Background values,Field + Lab analysis,in situ,Stream sediments,Environmental,2-Water,2D-Sediment,2D-Quality,Eight million tons of tailing in two small lakes in the headwater area of Knabeana River,no,N/A,N/A,Cu and Mo concentrations,Metal concentration,Quantitative,Table 2; Figure 2-4,,"http://scholar.google.co.uk/scholar?q=Dispersion+of+tailings+in+the+Knabeana-Kvina+drainage+basin,+Norway+.1.+Evaluation+of+overbank+sedim&btnG=&hl=en&as_sdt=0%2C5"
219,AS,,Bergholm J and Steen E. 1989. Vegetation establishment on a deposit of zinc mine wastes. Environmental Pollution. 56: 127-144,Bergholm J and Steen E,Vegetation establishment on a deposit of zinc mine wastes,1989,Article,Environmental Pollution,Sweden,Orebro,Ammeberg,Ammeberg,58.7798898,15.0944683,Ammeberg,Zinc,N/A,Zinc,Surface mine,N,N,N,Y,N,N,N,N,N,,CI,Field trails concerning the establishment of plant cover on a deposit of wastes,Control,Lab Experiment,ex situ,Leachate from zinc mine wastes,Environmental,2-Water,2B-Groundwater ,2B-Quality,Zinc mine wastes,no,N/A,N/A,"Water content, pH and metals",Water quality,Quantitative,Table 2,,http://scholar.google.co.uk/scholar?q=Vegetation+establishment+on+a+deposit+of+zinc+mine+wastes&btnG=&hl=en&as_sdt=0%2C5
219,AS,,Bergholm J and Steen E. 1989. Vegetation establishment on a deposit of zinc mine wastes. Environmental Pollution. 56: 127-144,Bergholm J and Steen E,Vegetation establishment on a deposit of zinc mine wastes,1989,Article,Environmental Pollution,Sweden,Orebro,Ammeberg,Ammeberg,58.7798898,15.0944683,Ammeberg,Zinc,N/A,Zinc,Surface mine,N,N,N,Y,N,N,N,N,N,,CI,Field trails concerning the establishment of plant cover on a deposit of wastes,Control,Lab Experiment,ex situ,Standing crop above ground established on zinc wastes,Environmental,4-Biodiversity,4A-Flora,4A-Species groups,Zinc mine wastes,no,N/A,N/A,"Levels of Zinc, Lead and Cadmium",Metal concentration,Quantitative,Table 3-5,,http://scholar.google.co.uk/scholar?q=Vegetation+establishment+on+a+deposit+of+zinc+mine+wastes&btnG=&hl=en&as_sdt=0%2C5
204,AS,,"Artamonova SY and Zhuravskaya AN. 2016. SR-XRFA in biogeochemical studies: elemental composition of larch tissues (Larix cajanderi Mayr.) of the Kuranakh Gold ore field (Russia, Yakutia). Physics Procedia. 84: 288-294.",Artamonova SY and Zhuravskaya AN,"SR-XRFA in biogeochemical studies: elemental composition of larch tissues (Larix cajanderi Mayr.) of the Kuranakh Gold ore field (Russia, Yakutia)",2016,Article,Physics Procedia,Russia,Yakutia,Kuranakh,Kuranakh,58.8305771,125.8275453,Kuranakh,Gold,N/A,Gold,Unclear,N,N,N,Y,N,N,N,N,N,,CI,Reveal an interconnection between the elemental compositions of plant tissues and technogenic pollution. The soil of the natural taiga landscape of the geochemical anomaly zone near the Gold deposit was sampled (31 samples) and tailing dump of the Kuranakh Gold Extracting Factory,Reference site/population,Field + Lab analysis,in situ,Soil (depth 0-20 cm),Environmental,1-Soil/Geology,1A-Soil surface,1A-Quality,Technogenic impact on the elemental composition,no,N/A,N/A,Elemental composition,Soil Characteristics,Quantitative,Table 1,,http://scholar.google.co.uk/scholar?q=SR-XRFA+in+biogeochemical+studies:+elemental+composition+of+larch+tissues+(Larix+cajanderi+Mayr.)+of&btnG=&hl=en&as_sdt=0%2C5
204,AS,,"Artamonova SY and Zhuravskaya AN. 2016. SR-XRFA in biogeochemical studies: elemental composition of larch tissues (Larix cajanderi Mayr.) of the Kuranakh Gold ore field (Russia, Yakutia). Physics Procedia. 84: 288-294.",Artamonova SY and Zhuravskaya AN,"SR-XRFA in biogeochemical studies: elemental composition of larch tissues (Larix cajanderi Mayr.) of the Kuranakh Gold ore field (Russia, Yakutia)",2016,Article,Physics Procedia,Russia,Yakutia,Kuranakh,Kuranakh,58.8305771,125.8275453,Kuranakh,Gold,N/A,Gold,Unclear,N,N,N,Y,N,N,N,N,N,,CI,Reveal an interconnection between the elemental compositions of plant tissues and technogenic pollution. The soil of the natural taiga landscape of the geochemical anomaly zone near the Gold deposit was sampled (31 samples) and tailing dump of the Kuranakh Gold Extracting Factory,Reference site/population,Field + Lab analysis,in situ,Larch (Larix cajanderi Mayr.) is the sole dominant tree species,Environmental,4-Biodiversity,4A-Flora,4A-Individual species,Technogenic impact on the elemental composition,no,N/A,N/A,Element content in larch tissues,Metal concentration,Quantitative,Figure 2,,http://scholar.google.co.uk/scholar?q=SR-XRFA+in+biogeochemical+studies:+elemental+composition+of+larch+tissues+(Larix+cajanderi+Mayr.)+of&btnG=&hl=en&as_sdt=0%2C5
557,AS,,"Kline ER. 1998. Biological impacts and recovery from marine disposal of metal mining waste. PhD thesis, University of Alaska Fairbanks. ",Kline ER,Biological impacts and recovery from marine disposal of metal mining waste,1998,Thesis,N/A,USA,Alaska,Juneau,Kensington,58.8491308,-135.0636794,Kensington,Gold,N/A,Gold,Surface mine,N,N,N,Y,N,N,N,N,N,,CI,Compare acute toxicity of gold mill effluent to early life stages of serveral marine apcies,Reference site/population,Field + Lab analysis,in situ,Mysid shrimp and sheepshead minnow,Environmental,4-Biodiversity,4B-Fauna,4B-Species groups,Gold mine effluent toxicity,no,N/A,N/A,"Immobility, paralysis, and lethality",Growth/condition/survival,Quantitative,Chapter 3,,http://scholar.google.co.uk/scholar?q=Biological+impacts+and+recovery+from+marine+disposal+of+metal+mining+waste&btnG=&hl=en&as_sdt=0%2C5
229,AS,,"Zorita I, Ortiz-Zarragoitia M, Soto M, and Cajaraville MP. 2006. Biomarkers in mussels from a copper site gradient (Visnes, Norway): An integrated biochemical, histochemical and histological study. Aquatic Toxicology. 78S: 109-116.","Zorita I, Ortiz-Zarragoitia M, Soto M, and Cajaraville MP","Biomarkers in mussels from a copper site gradient (Visnes, Norway): An integrated biochemical, histochemical and histological study",2006,Article,Aquatic Toxicology,Norway,Rogaland,Visnes,Visnes,59.3567867,5.2296113,Visnes,Copper,N/A,Copper,Unclear,N,N,N,N,N,N,N,Y,N,,Correlative,"Mussels were transplanted into a copper gradient in Visnes for a period of 3 weeks. Sites showed low levels, intermediate and/or polluted",Background values,Field + Lab analysis,in situ,Mussel (Mytilus edulis),Environmental,4-Biodiversity,4B-Fauna,4B-Individual species,High environmental Cu concentration,no,N/A,N/A,Cu concentration; lysosomal response,Metal concentration,Quantitative,"Fig 1, 3-4",,"http://scholar.google.co.uk/scholar?q=Biomarkers+in+mussels+from+a+copper+site+gradient+(Visnes,+Norway):+An+integrated+biochemical,+histo&btnG=&hl=en&as_sdt=0%2C5"
253,AS,,"Sartz L, and Backstrom M. 2016. Development of a low-tech treatment for neutral mine water - a case study. Drebenstedt, C. & Paul, M. (ed.), Mining Meets Water: Conflicts and Solutions. Freiberg, Germany: TU Bergakademie Freiberg, Institute of Mining and Special Civil Engineering: 913-918.","Sartz L, and Backstrom M",Development of a low-tech treatment for neutral mine water - a case study,2016,Conf,N/A,Sweden,Orebro,Stora,Lovisagruvan,59.7140191,15.1387256,Lovisagruvan,Multiple,Lead; Zinc; Gold,Lead; Zinc; Gold,Unclear,N,N,N,Y,N,N,N,N,N,,CI,In order to improve the water quality a stepwise approach of mitigation efforts were apllied and monitored for effectiveness at reducing lead and zinc contamintants.,Control,Lab Experiment,ex situ,Mine water released to recipient waterbody.,Environmental,2-Water,2B-Groundwater ,2B-Quality,Mine water pumped from Lovisagruvan has a near neutral to slightly alkaline pH (7-8) and is mainly contaminated with lead and zinc,yes,"Stepwise installation of roof on sedimentation pool, moving of crusher, sand filter installation, pumping between underground pools, addition of FeSO4 and NaOH. ",Lead and Zinc contamination in water released,Lead and Zinc concentration,Metal concentration,Quantitative,Figure 2-4; Table 2,,http://scholar.google.co.uk/scholar?q=Development+of+a+low-tech+treatment+for+neutral+mine+water+-+a+case+study&btnG=&hl=en&as_sdt=0%2C5
115,AS,,"Sjoberg V, Karlsson S, Grandin A, and Allard B. 2013. Vegetation of historical mine waste from the Ljusnarsberg deposit with Agrostis capillaris - Impact on leaching of copper. Eds. Wolkersdorfer, Brown & Figueroa. Reliable Mine Water Technology IMWA 2013: 1119-1123","Sjoberg V, Karlsson S, Grandin A, and Allard B",Vegetation of historical mine waste from the Ljusnarsberg deposit with Agrostis capillaris - Impact on leaching of copper,2013,Conf,N/A,Sweden,Orebro,Ljusnarsberg,Ljusnarsberg,59.8933147,14.9659133,Ljusnarsberg,Copper,N/A,Copper,Unclear,N,N,N,N,N,N,Y,Y,N,,CI,Results on the release of phytotoxic Cu when historic sulfidic mine waste is mixed with bark compost in order to improve the growth conditions for A. capillaris.,Control,Lab Experiment,ex situ,Leachate water,Environmental,2-Water,2B-Groundwater ,2B-Quality,Historic sulfidic mine waste,yes,Establishment of Agrostis capillaris on sulfidic mine waste by mixing with 30 % bark compost,High release of metals such as Cu,pH and metal concentrations,Metal concentration,Quantitative,Table 2; Figure 1-2,,http://scholar.google.co.uk/scholar?q=Vegetation+of+historical+mine+waste+from+the+Ljusnarsberg+deposit+with+Agrostis+capillaris+-+Impact+&btnG=&hl=en&as_sdt=0%2C5
155,AS,,"Berglund M, Lind B, Sorensen S, and Vahter M. 2000. Impact of Soil and Dust Lead on Children's Blood Lead in Contaminated Areas of Sweden. Achives of Environmental Health: An International Journal. 55(2): 93-97.","Berglund M, Lind B, Sorensen S, and Vahter M",Impact of Soil and Dust Lead on Children's Blood Lead in Contaminated Areas of Sweden,2000,Article,Achives of Environmental Health: An International Journal,Sweden,Vastmanland,Sala,Sala Mining Town,59.9223349,16.5432706,Sala Mining Town,Silver,N/A,Silver,Surface mine,N,N,N,N,N,N,N,Y,N,,CI,The impact of lead in soil and dust on blood lead concentrations in young children and the risk of health effects were investigated in an urban and a mining area of Sweden,Reference site/population,Social Science,in situ,Blood samples from young children in urban and mining areas,Social,5-Human environment,5E-Health/wellbeing,5E-Health/Safety,Lead contamination in soil and dust,no,N/A,N/A,Blood lead concentrations,Occupational hazards/risks/exposure,Quantitative,Figure 1; Table 1,,http://scholar.google.co.uk/scholar?q=Impact+of+Soil+and+Dust+Lead+on+Children's+Blood+Lead+in+Contaminated+Areas+of+Sweden&btnG=&hl=en&as_sdt=0%2C5
519,AS,,"Dave G. 1992. Sediment toxicity in lakes along the river Kolbacksan, central Sweden. Hydrobiologia. 235/236: 419-433.",Dave G,"Sediment toxicity in lakes along the river Kolbacksan, central Sweden",1992,Article,Hydrobiologia,Sweden,Bergslagen,River Kolbacksan,NR,59.9854873,15.7511798,NR,NR,N/A,Not stated,Unclear,N,N,N,N,N,N,N,Y,N,"""historical mining and steel works district""",CI,Determine the toxicity to Daphnia magna of surficial sediments from representative locations within this system of lakes and to look for possible correlations with concentrations of metals and oil.,Control,Lab Experiment,ex situ,Daphnia magna and Tubifex tubifex,Environmental,4-Biodiversity,4B-Fauna,4B-Individual species,Toxicity of surficial sediments from locations within historical mining district,no,N/A,N/A,EC50,Growth/condition/survival,Quantitative,Table 2-5,,"http://scholar.google.co.uk/scholar?q=Sediment+toxicity+in+lakes+along+the+river+Kolbacksan,+central+Sweden&btnG=&hl=en&as_sdt=0%2C5"
386,AS,,"Persson L, Holmstrom H, Lax K, Maxe L, Ripa M, and Strang T. 2006. A multidisciplinary study of an old mine waste site in Sweden using geophysical, geological and geochemical methods. Near Surface 2006. 1-5","Persson L, Holmstrom H, Lax K, Maxe L, Ripa M, and Strang T","A multidisciplinary study of an old mine waste site in Sweden using geophysical, geological and geochemical methods",2006,Conf,N/A,Sweden,Sater,Dalarna,Loberget,60.1918,15.3146,Loberget,Copper,N/A,Copper,Open pit,N,N,N,N,N,Y,N,N,N,,Correlative,Characterize the acid mine drainage in order to predict future problems and find efficient remediation methods.,Background values,Field + Lab analysis,in situ,Groundwater table and geochemistry,Environmental,2-Water,2B-Groundwater ,2B-Quality,Acid mine drainage,no,N/A,N/A,pH,Water quality,Quantitative,Figure 2,,"http://scholar.google.co.uk/scholar?q=A+multidisciplinary+study+of+an+old+mine+waste+site+in+Sweden+using+geophysical,+geological+and+geoc&btnG=&hl=en&as_sdt=0%2C5"
63,AS,,"Friis L, Carter N, and Edling C. 1998. Self-reported health problems among Swedish miners one year after unemployment. Occup. Med. 48 (5): 297-301.","Friis L, Carter N, and Edling C.",Self-reported health problems among Swedish miners one year after unemployment,1998,Article,Occupational Medicine,Sweden,Uppsala,Dannemora,Dannemora,60.2041669,17.8598723,Dannemora,Iron,N/A,Iron,Open pit,N,N,N,N,N,Y,N,N,N,,CI,Evaluate the self-reported health status amoung miners and changes after unemployment through questionnaires,Reference site/population,Social Science,ex situ,Study of miners during their first year of unemployment,Social,5-Human environment,5E-Health/wellbeing,5E-Wellbeing,Unemployment is considered to be a public health concern since deterioration in the health of the unemployed is often anticipated,no,N/A,N/A,Self reported health symptoms,Cancer rates/disease/mortality,Quantitative,Table 3 & 4,,http://scholar.google.co.uk/scholar?q=Self-reported+health+problems+among+Swedish+miners+one+year+after+unemployment&btnG=&hl=en&as_sdt=0%2C5
290,AS,,"Mevenkamp L, Stratmann T, Guilini K, Moodley L, van Oevelen D, Vanreusel A, Westerlund S, and Sweetman AK. 2017. Impaired Short-Term Functioning of a Benthic Community from a Deep Norwegian Fjord Following Deposition of Mine Tailings and Sediments. Front. Mar. Sci. 4:169","Mevenkamp L, Stratmann T, Guilini K, Moodley L, van Oevelen D, Vanreusel A, Westerlund S, and Sweetman AK",Impaired short-term functioning of a benthic community from a deep Norwegian fjord following deposition of mine tailings and sediments,2017,Article,Frontiers in Marine Science,Norway,Vestland,Hadangerfjord ,NS,60.2151823,5.7909757,NS,Iron,N/A,Iron,Unclear,N,N,N,N,N,N,N,Y,N,exposure to different deposition depths of inert iron ore tailing,CI,"Investigated the effect of short- term exposure to different deposition depths of inert iron ore tailings (0.1, 0.5, and 3 cm) and dead subsurface sediment (0.5 and 3 cm) on a deep water (200 m) fjord benthic assemblage in a microcosm experiment. ",Control,Lab Experiment,mesocosm,Fjord benthic assemblage,Environmental,4-Biodiversity,4B-Fauna,4B-Species groups,Dumping and storage of tailings in to the marine environment,no,N/A,N/A,Mean abundances; Biomass; oxygen consumption,Species biomass/distribution,Quantitative,Figure 4-6,,http://scholar.google.co.uk/scholar?q=Impaired+short-term+functioning+of+a+benthic+community+from+a+deep+Norwegian+fjord+following+deposit&btnG=&hl=en&as_sdt=0%2C5
194,AS,,"Salonen V-P, Tuovinen N, and Valpola S. 2006. History of Mine Drainage Impact on Lake Orijaervi Algal Communities, SW Finland. Journal of Paleolimnology. 35: 289-303","Salonen V-P, Tuovinen N, and Valpola S. ","History of Mine Drainage Impact on Lake Orijaervi Algal Communities, SW Finland",2006,Article,Journal of Paleolimnology,Finland,SW Finland,Lake Orijarvi ,Orijärvi,60.2290846,23.5371853,Orijärvi,Multiple,Copper; Lead; Zinc,Copper; Lead; Zinc,Surface mine,N,N,N,N,N,N,N,Y,N,,CI,"The impacts of past mining activities on the aquatic ecosystem of nearby Lake Orijarvi were studied using a combination of paleolimnological methods (analysis of sedimentary diatom frustules, chrysophycean cysts, metal concentrations and radiometric datings).",Same site/pop- Before,Field + Lab analysis,in situ,Water quality monitoring from Lake Orijarvi,Environmental,2-Water,2A-Surface water,2A-Quality ,The acid mine drainage (AMD) – derived metal impact to the lake,no,N/A,N/A,pH and metal concentrations,Water quality,Quantitative,Figure 2,,"http://scholar.google.co.uk/scholar?q=History+of+Mine+Drainage+Impact+on+Lake+Orijaervi+Algal+Communities,+SW+Finland&btnG=&hl=en&as_sdt=0%2C5"
194,AS,,"Salonen V-P, Tuovinen N, and Valpola S. 2006. History of Mine Drainage Impact on Lake Orijaervi Algal Communities, SW Finland. Journal of Paleolimnology. 35: 289-303","Salonen V-P, Tuovinen N, and Valpola S. ","History of Mine Drainage Impact on Lake Orijaervi Algal Communities, SW Finland",2006,Article,Journal of Paleolimnology,Finland,SW Finland,Lake Orijarvi ,Orijärvi,60.2290846,23.5371853,Orijärvi,Multiple,Copper; Lead; Zinc,Copper; Lead; Zinc,Surface mine,N,N,N,N,N,N,N,Y,N,,CI,"The impacts of past mining activities on the aquatic ecosystem of nearby Lake Orijarvi were studied using a combination of paleolimnological methods (analysis of sedimentary diatom frustules, chrysophycean cysts, metal concentrations and radiometric datings).",Same site/pop- Before,Field + Lab analysis,in situ,Lake Orija_rvi sediment,Environmental,2-Water,2D-Sediment,2D-Quality,The acid mine drainage (AMD) – derived metal impact to the lake,no,N/A,N/A,Metal concentrations,Metal concentration,Quantitative,Figure 3-4,,"http://scholar.google.co.uk/scholar?q=History+of+Mine+Drainage+Impact+on+Lake+Orijaervi+Algal+Communities,+SW+Finland&btnG=&hl=en&as_sdt=0%2C5"
194,AS,,"Salonen V-P, Tuovinen N, and Valpola S. 2006. History of Mine Drainage Impact on Lake Orijaervi Algal Communities, SW Finland. Journal of Paleolimnology. 35: 289-303","Salonen V-P, Tuovinen N, and Valpola S. ","History of Mine Drainage Impact on Lake Orijaervi Algal Communities, SW Finland",2006,Article,Journal of Paleolimnology,Finland,SW Finland,Lake Orijarvi ,Orijärvi,60.2290846,23.5371853,Orijärvi,Multiple,Copper; Lead; Zinc,Copper; Lead; Zinc,Surface mine,N,N,N,N,N,N,N,Y,N,,CI,"The impacts of past mining activities on the aquatic ecosystem of nearby Lake Orijarvi were studied using a combination of paleolimnological methods (analysis of sedimentary diatom frustules, chrysophycean cysts, metal concentrations and radiometric datings).",Same site/pop- Before,Field + Lab analysis,in situ,Paleoliminogical samples of diatoms,Environmental,4-Biodiversity,4A-Flora,4A-Species groups,The acid mine drainage (AMD) – derived metal impact to the lake,no,N/A,N/A,Taxa abundance,Species biomass/distribution,Quantitative,Figure 5-7,,"http://scholar.google.co.uk/scholar?q=History+of+Mine+Drainage+Impact+on+Lake+Orijaervi+Algal+Communities,+SW+Finland&btnG=&hl=en&as_sdt=0%2C5"
279,AS,,"Tuovinen N, Weckstrom K, and Salonen V-P. 2012. Impact of mine drainage on diatom communities of Orijarvi and Maarjarvi, lakes in SW Finland. Boreal Environment Research. 17: 437-446.","Tuovinen N, Weckstrom K, and Salonen V-P","Impact of mine drainage on diatom communities of Orijarvi and Maarjarvi, lakes in SW Finland",2012,Article,Boreal Environment Research,Finland,SW Finland,Orijärvi and Määrjärv,Orijärvi,60.2292496,23.5376113,Orijärvi,Multiple,Copper; Lead; Zinc,Copper; Lead; Zinc,Surface mine,N,N,N,N,N,N,N,Y,N,,CI,Assess the spatial extent of the AMD-derived metal impact on the diatom communities of Orijärvi and Määrjärvi by using the top/bottom paleolimnological approach.,Background values,Field + Lab analysis,in situ,Sediment core from Orijarvi and Maarjarvi Lakes,Environmental,2-Water,2D-Sediment,2D-Quality,Acid mine drainage derived metal contamination,no,N/A,N/A,Metal concentrations,Metal concentration,Quantitative,Table 2,,"http://scholar.google.co.uk/scholar?q=Impact+of+mine+drainage+on+diatom+communities+of+Orijarvi+and+Maarjarvi,+lakes+in+SW+Finland&btnG=&hl=en&as_sdt=0%2C5"
279,AS,,"Tuovinen N, Weckstrom K, and Salonen V-P. 2012. Impact of mine drainage on diatom communities of Orijarvi and Maarjarvi, lakes in SW Finland. Boreal Environment Research. 17: 437-446.","Tuovinen N, Weckstrom K, and Salonen V-P","Impact of mine drainage on diatom communities of Orijarvi and Maarjarvi, lakes in SW Finland",2012,Article,Boreal Environment Research,Finland,SW Finland,Orijärvi and Määrjärv,Orijärvi,60.2292496,23.5376113,Orijärvi,Multiple,Copper; Lead; Zinc,Copper; Lead; Zinc,Surface mine,N,N,N,N,N,N,N,Y,N,,CI,Assess the spatial extent of the AMD-derived metal impact on the diatom communities of Orijärvi and Määrjärvi by using the top/bottom paleolimnological approach.,Background values,Field + Lab analysis,in situ,Diatom communities,Environmental,4-Biodiversity,4A-Flora,4A-Species groups,Acid mine drainage derived metal contamination,no,N/A,N/A,Abundance %; Species diversity,Species biomass/distribution,Quantitative,Table 4-5,,"http://scholar.google.co.uk/scholar?q=Impact+of+mine+drainage+on+diatom+communities+of+Orijarvi+and+Maarjarvi,+lakes+in+SW+Finland&btnG=&hl=en&as_sdt=0%2C5"
311,AS,,"Kharuk VL, Ranson KJ, Im ST, and Fedotova EV. 2002. Impact of gold mining on Middle Siberian taiga landscapes from Landsat 7 data. Mapping Sciences and Remote Sensing. 39(2): 139-156.","Kharuk VL, Ranson KJ, Im ST, and Fedotova EV",Impact of gold mining on Middle Siberian taiga landscapes from Landsat 7 data,2002,Article,Mapping Sciences and Remote Sensing,Russia,Yenisey ,"Yenashimo, Vangash and Teya Rivers",NS,60.3430626,90.0774683,NS,Gold,N/A,Gold,Unclear,N,N,N,Y,N,N,N,N,N,"Impact of Gold Workings in Taiga Regions, no mine named",CI,Purpose of the present research was an analysis of the applicability of survey materials from the Alndsat 7 system for studying the transformation of taiga landscapes of the middle Yenisey region caused by long-term gold mining,Reference site/population,Field + Lab analysis,in situ,"Taiga region: stands included larch, pine and birch",Environmental,4-Biodiversity,4C-Ecosystems,4C-Quality,Long-term exploitation of the gold-bearing resources of the Siberian taiga,no,N/A,N/A,Analysis of Landsat 7 satellite imagery,Other,Qualitative,All,,http://scholar.google.co.uk/scholar?q=Impact+of+gold+mining+on+Middle+Siberian+taiga+landscapes+from+Landsat+7+data&btnG=&hl=en&as_sdt=0%2C5
